"","PLA2G2A","DEGS1","GALNT4","FOLH1","PSTPIP2","ALOX15","RAB13","AGR2","MRPL3","YY1","CTDSPL2","RRP15","SLC17A5","KIN","ACSS3","MRPL16","STRBP","KBTBD3","ATP10B","AGA","LRWD1","DIAPH1","LONP2","FBP2","HCCS","UQCR10","FASN","MPHOSPH10","CLDN4","ANAPC4","SLC2A10","ZGPAT","ERGIC1","RHBDD2","EXTL2","PRKD3","MCCC1","ABHD11","PICK1","EPHA6","MMP14","RDH11","NUP88","MRPL44","POLR2E","STEAP4","SLC35B2","CMPK1","CLDN7","FAAH","FABP5","PTCD3","FNDC3A","XRCC1","TMEM50A","MCCC2","RYR2","PIP","SPON2","KDELR1","GDF15","EFNB1","ADIPOQ","CPSF4","NSMCE3","BAIAP2L1","AFTPH","CLPB","ERI3","HPF1","ADPRH","TTC13","SOWAHC","FAM120C","ALCAM","MORF4L1","TAX1BP1","NOL11","S100B","FRY","SMS","PTBP2","SARDH","MB","DPP7","MAL2","RAB27A","HMCN1","ECI2","MINDY3","FASN.1","GNMT","GGCT","EXTL2.1","DENND2B","P3H3","TPRG1L","ABHD11.1","ITGAE","RAB6C","THBS4","SLC43A1","PEX1","SIAE","CRYBG1","RUNDC1","AAAS","GOLGA4","TARBP1","HDGFL3","KLHL25","TUT7","SAP30BP","ACACA","PTPRD","SPAG1","SPTA1","GFAP","TJP3","RPS6KB1","MTREX","ENTPD4","HOXB13","NT5C1A","EIF2D","PLA2G4C","IREB2","ISCU","GTPBP6","NIPBL","FAS","ERBB2","CNOT3","SPEG","CRTAC1","DDX59","CYP1B1","AHCYL2","MAB21L1","BAP1","SPAG9","IL1RL1","SART1","PTPRF","TMPPE","KAT8","RIF1","CDK5RAP3","CPS1","KIF15","Subtype"
"A0312_T",6717182.33171301,375518.010158163,74306.816587089,944772.899486181,46738.5499829168,43308808.6109296,450697.048308872,1433108.00517027,118351.485609514,174532.42113184,744495.108333296,44213.5004246799,435203.34839336,47201.019353962,443462.762963122,436276.853139667,128078.858115113,2349076.33230877,3220140.34827261,77341.9209558631,28573.8317064142,186641.475940758,94499.9016641468,839907.434239758,129644.633760679,190950.143489771,2866970.15428863,47693.772980101,2404640.87051702,26676.2394725787,239925.513768665,749243.160944978,946421.915888019,205835.573301015,791972.3529502,332777.456729666,598334.913838,1146768.3992074,154138.348088193,1195555.87975685,688561.313166128,2477024.40584932,422793.508002114,207006.74648782,380361.723239015,450241.427827918,414050.038758065,594726.782928871,413360.21905577,424923.056752478,1857930.59916945,249899.945737323,3067938.48660922,9173264.79220938,2161706.90041155,5160269.01785525,3895009.37920805,389058.150705628,2844154.49115663,320121.077714299,1122015.94265129,1560622.88168295,2227278.98124973,1467295.64016267,774749.104654168,343774.049158314,90657.3333940269,1829979.52229369,633216.313538036,551430.014215629,206840.892895055,714252.085879114,3277433.88775877,330711.06832207,2046319.53799359,127424.989475068,186594.787779136,250740.574113935,81988.900815159,143726.691559127,1601682.41008957,2408553.77318798,30878458.6559232,496232.363993116,1042327.5153057,2029531.78398862,4120864.6014749,16116746.6835123,829984.407899908,4027240.07304544,2866970.15428863,1672599.0011745,1640693.61986049,791972.3529502,75723.4622662933,1753303.25766162,3499375.24396993,1146768.3992074,344200.938011647,1662611.22700758,184493.158251255,1293905.60021621,1646340.47668744,726716.146191887,1466148.78588739,1616867.60267348,2475791.40072852,220815.523765183,113158.234733836,4906088.94132993,10303304.692907,608298.264566749,163581.556719814,678717.685605479,30661881.3447509,145412.032935187,314569.612478413,1884601.46239085,1597414.2252004,3186027.13204771,1441980.84925988,16835564.7192508,942242.57038031,1742904.46754979,218105.562359236,216864.526102756,1379528.44800757,566151.387112634,174923.489372185,1028936.11321711,958308.801990252,267415.044217463,295302.585802295,3.69649707514723,225566.609607687,2765674.54068465,8313926.34705568,734151.336624891,26715651.3962732,601061.756245051,264523.648953749,1017132.32650952,425307.403437335,343562.061927736,65753.4196439591,5507614.95037066,388883.330076491,2742995.14357273,3170848.94045759,1752485.22877647,"Subgroup2"
"A0313_T",188034.747800722,253939.991489761,12636.2098081616,2095657.60443062,65508.6410631337,363917958.297621,317628.690072052,406438.15411709,195607.623746668,140193.568572992,40618.788996701,64856.8434141636,185621.673813403,315502.168312042,139412.893608435,320461.125547635,140572.928361485,21529706.5962307,3276535.8441454,438287.172328974,35962.7528552322,118988.566515571,24680.6627728354,1998809.88215416,123393.639701911,239525.078738409,620173.404674186,57458.5108567546,845091.764624546,25950.3514278398,27473.4818474895,314187.067394313,1096095.7022826,196172.931756796,270180.069002779,48313.0564356559,498111.617183869,957483.303722193,128951.295126122,975361.052585127,184767.67472006,1303105.52170761,445895.074825263,298423.907747418,437632.094101329,326323.602274112,433500.467590357,896495.398826098,392900.372819504,286140.917893309,3877054.30901042,1176859.73090492,5728334.26649628,382121.670499619,287440.771979283,3655207.15459564,2830644.36834641,120199.656926285,2040629.19951828,256253.930264071,397790.496442754,1669006.3805608,1189189.0908884,1291752.48329792,3195094.9655232,190794.727072249,23182.5161536992,562083.848673225,192674.528170392,148403.276982202,65466.1527440279,60873.3074700431,1066602.96570509,204944.463112441,733527.988475493,197392.629649771,142356.671879795,711515.465901941,616230.304137301,18447.7831814539,510389.784526579,913490.785535786,918171.31582013,208055.978873993,1571051.72024538,2763629.13717841,365474.314914055,25589004.2491379,601233.803396024,1065066.76401464,620173.404674186,184385.552295184,830591.680347676,270180.069002779,587670.746615337,1366603.80906675,977915.068111982,957483.303722193,453712.1338329,681548.199266725,344307.58656467,303928.927810864,726292.429081969,468261.450655708,1570607.92957847,764335.052473541,414413.671040141,504632.212063871,625282.417834757,6665793.21719067,4649406.12296933,525097.989648498,227303.521455859,676337.909799908,19212125.0268935,71083.1879959584,700731.789523874,797738.745252872,486233.529123509,1014316.61159763,1209540.89361018,255085.647822563,3397140.39231537,3165561.70246329,160691.817162975,201849.781567808,1134163.54947772,235627.804101905,199673.033680895,575855.170743184,1082640.42126911,226104.033730512,593054.380329168,3.69649707514723,250577.278446738,2113743.96195979,8243865.86099388,526447.050663329,10087391.7153283,972920.182473205,183060.268073332,806779.142815023,331426.330251812,280909.085286558,785501.489724019,6035935.86424507,78617.6110534947,1382607.88451626,3334890.22979888,1139907.6813586,"Subgroup2"
"A0326_T",731723.860309316,497339.549017335,12918.7265514844,463401.81640082,51830.8091976734,325088002.048777,318243.561850212,331099.636685874,50269.1894766593,178692.545335781,487562.652344391,14170.6571227691,135933.259763143,24079.1257776776,230803.531423646,144601.645819589,67020.6465444114,10037493.0955103,1121069.02688422,189452.607965439,24591.9406063721,72783.7382372912,26219.2873090348,236279.06371587,47622.0891643267,106637.936270977,415709.90424055,35120.301440698,104356.578739449,164214.621206202,129550.901851587,2342878.49118971,443906.074059613,171060.533565213,36578.7089727964,177952.233665794,200802.955639273,396489.032361329,104582.071743611,646953.945005949,244320.428295767,1183912.13362208,240933.741480274,65951.6224540112,198400.657370926,218432.643138594,248303.675154426,406344.911010162,154353.806219358,227230.212321291,170303.872074872,269146.844810111,80456.1337092403,187102.142142092,849851.200115974,722800.11411808,628342.683351231,379685.742241145,125897.390937652,49821.4610591802,228172.583937935,138937.421843348,73428.2722691159,152613.510490744,35518.0205573886,64968.2452431484,26670.1152530049,426869.083441641,302234.254367225,74585.4062125417,70474.4279380107,78970.2771134673,114521.488061038,183922.639789581,534550.671446368,59942.3454868553,240632.837083448,69323.0335108759,50242.6031895995,15857.9761355765,326654.384157512,362922.814912705,9875373.48046938,81514.7812318751,460520.520648203,548300.252363039,502673.790737772,17474910.6979893,318332.110903624,1203694.29168321,415709.90424055,234809.793231703,285544.426853018,36578.7089727964,171567.481808696,343164.248173068,235269.565004211,396489.032361329,100889.169365327,422222.448964695,1164683.0032959,7127433.18213462,7738731.22403045,3414757.89102399,4725235.16624133,4601188.20571513,6075380.61544264,2031001.47123217,1451745.15856293,42358309.7038484,37862585.5030055,3053089.47120506,1862595.7415035,918849.840143291,62917361.7079125,3380054.91050186,928679.66521715,3897466.87756713,3802065.22040094,776590.514928096,4710355.67303666,137255.40955321,155825.749592347,11924999.8252108,862641.60011906,1069088.5398592,2765289.725688,1360433.22653844,200201.260058269,2103865.0900419,7020521.27116568,707624.873900972,442204.072896569,3.69649707514723,271067.894365034,10706109.0535933,21467579.2990744,1646637.32038204,17953140.5217343,4268945.50597542,4149708.41058637,1967143.79379494,818898.879433444,314121.375225746,2512639.44428033,44617476.6695141,3509.39186070886,3047055.84336685,11776729.0726608,6542256.06771052,"Subgroup3"
"A0353_T",454503.983069015,338400.407159943,199526.565697283,305143.343861738,87293.4225979915,220515874.321543,523191.887520405,464002.417495292,62344.5104937675,107280.704886162,1003618.91194752,13552.8549360356,378864.061527569,24046.2389258061,227830.931124968,101090.253663887,71723.5853646899,12645100.4725213,3114700.83196406,1050828.41808445,29571.2959168994,132949.514337269,54256.4268233241,470458.192104033,70453.239975408,194928.588980319,607242.369092915,67702.6618150381,629045.769976066,15344.7730642157,225805.324492125,4004830.12503108,758966.332698388,153941.943695435,45051.6769918191,119568.9331895,187859.395864926,372966.381815496,136719.917404687,1422935.10200934,436481.70072762,1933891.43008714,211071.746678031,97126.634391857,173980.963253066,223660.305463799,300748.975543715,681520.469386994,249183.773408848,350386.292211532,288681.952586057,176084.985004468,173976.510323013,169405.297664243,100869.395658963,646102.992460013,334530.475204204,748273.37059347,811341.555594364,140428.677018482,115183.279333373,765576.91425742,2329000.94378871,140904.102558857,30209.0785945406,162426.17229588,109342.530933625,160216.062214577,166749.168144597,13291.8622428983,65025.5001895757,273632.161026115,56289.7726042411,74101.8806181503,540087.609096106,37295.3604985234,108773.401440243,89000.8399045634,87138.3458763062,14943.5113434265,443748.562630045,355365.116832237,3750177.96704045,109714.604301459,714714.866864818,840183.619858371,825205.856663904,8494562.45891743,290370.165760349,151299.526162728,607242.369092915,260609.286434607,452208.869102463,45051.6769918191,295859.29064327,254889.63495172,687482.885566295,372966.381815496,113324.490306475,324873.133342444,613106.211104961,2506809.56312965,1864422.66329111,1829977.80026759,2223502.16701751,879843.893303627,4313664.92423496,763787.749853162,621752.590234427,3143891.42086663,39908791.1914929,826087.268713455,1164580.92307629,315967.496075599,53712013.7603267,588592.662536955,311321.442645726,2751563.25029626,3099325.06463197,1621564.0070442,2874136.57916271,262493.938304556,4199917.86007204,5108100.25054522,359795.777468779,3811027.82432413,1579372.36332707,398367.333677926,107183.250881083,1448192.60497949,1884066.23288773,177319.267198487,331906.313426525,315090.007954605,242900.915972279,4415579.8967597,10943240.6264895,986207.016961798,5695515.29939328,350708.960821713,1772640.22191041,723854.988465007,625824.826615554,236446.85439396,1528158.23558289,20345755.3090022,54124.8798768888,314823.257166846,23126631.9896692,2498777.64935048,"Subgroup3"
"A0064_T",195527.719930254,221947.595174963,12875.0421141432,875139.150026415,85437.5456654016,129511087.851531,438827.660586025,260256.741703626,63559.4248404331,82916.763173926,501959.58428279,13445.7390839943,120994.988287499,119703.809342667,202981.790547679,132225.831701403,67697.3575047816,5385353.99518349,1723171.71248683,87541.3990442627,12566.1315280002,66665.9505942109,18446.7985274098,342834.846446099,76196.9642791018,83196.8524941656,420701.979447549,25370.6153750436,443794.23449932,30450.1584933226,17600.4446866404,2208283.58617244,397673.086527723,158977.304198097,223863.509159031,348912.890659327,201279.746252962,232586.201672953,84031.2346956269,722051.389501822,455088.345340535,1103174.49335654,749264.013194129,93117.4063764841,202626.559204848,385581.999933193,229749.915225559,443401.435480133,105445.147883678,209122.699923137,730603.049276797,2365687.30366482,2131669.65445244,263064.341855946,3107058.89186538,498951.508921291,13413.5342412731,123904.769970606,560210.929439479,48240.4159253178,512888.262349343,1553291.4117075,81242.407759604,782845.867178684,293608.127404952,94639.0080093771,68172.4138618505,387489.293697856,1157859.97651002,212338.666887459,384266.15138894,239406.506611617,114862.114268963,79081.0907929742,370042.767353197,92658.3823212574,181442.598118368,1642209.45468849,141144.235898035,164790.225829951,321682.552209151,1159142.16305638,15679390.7046284,110978.000249923,618552.532273855,656421.457493973,590000.080584669,26119377.5791802,301852.88114714,202649.693177174,420701.979447549,146204.064875232,538245.805728898,223863.509159031,118824.965259005,365937.231157637,186539.239049989,232586.201672953,65572.6178064895,871103.672022109,106929.382011346,8943680.31488455,4992878.95034902,873033.282530673,4088872.37143543,634685.308405169,4439436.6234943,1022509.2176734,87785.6611473458,2289034.28099622,7998694.15572553,1556780.11294767,1207533.37714545,2486887.35738104,67391329.141481,5152271.12175081,671704.265146516,2558450.94797037,1064905.03399797,857360.798846564,5021078.13234024,15950941.2772913,333130.245082788,8086291.43593469,481859.520238861,6182695.86763744,1377366.42326761,1570016.80231786,351785.479924046,3065074.56898437,2088502.97319174,796867.532475922,504525.473185171,221070.511805656,108835.941361389,11428751.5345194,9715001.16043785,795462.676444272,44391849.3190656,3802463.78632249,2322142.90998426,1653192.09777871,697169.105008925,213142.16845662,67791.612328955,33832423.3043831,1529456.734441,3065019.3047525,17295360.7899157,3199882.24805475,"Subgroup2"
"A0373_T",185133.801036141,298310.606847188,49410.2556928653,312992.158969927,97688.4031844434,446911463.835141,409514.582451115,588905.234883231,56350.2833090836,102804.806558615,1609882.65380013,8960.83184586132,169292.356462313,569225.552011039,263700.39907799,170259.993016547,71009.1155173776,13199336.0197589,2792510.50318943,360462.822298217,26987.6589096057,101743.682579103,25261.1495600688,824516.32903975,112019.881357483,317570.003306762,499465.820930232,36076.7868318043,527305.063594175,12613.8380620362,173698.468067607,5078498.71479469,678252.090140237,134611.68317315,338218.822182408,59121.5808350999,282609.70784376,293725.044378117,126089.088354419,660167.572894817,496687.979648694,1399747.93953053,228134.291663107,110963.902699651,163381.018298094,310069.160598997,251356.514113318,595970.453638706,51468.9143803703,234177.164330888,165498.47548921,178874.140260589,62430.227424753,142223.98618459,93310.1603242059,709615.451521182,31892.6171031947,240581.427253949,566867.344116143,102886.561032679,186677.113288398,698037.16678476,2824474.39254589,188492.92977387,37197.4842967581,87465.9715517176,31072.3433860216,144249.101775365,148448.282957886,60628.2349050979,196224.174871078,172386.92295905,709211.285652732,61108.8129554789,370092.092381363,34512.5669232328,83157.2134670159,96195.7378533032,10998.0711934984,17053.585079509,601911.559120958,657469.845444263,2771215.40742905,86304.7793049947,305092.799551201,484930.186516837,652399.75663829,5461291.35133094,296204.229216425,131746.742207001,499465.820930232,273768.898245662,379440.58897245,338218.822182408,125997.793390431,168713.934128436,305018.600044792,293725.044378117,118524.631894237,324811.349759787,1157091.33114305,575432.474567536,969526.131768672,2723924.63941921,2939179.71904903,1088689.3267323,12237272.6194839,1618531.34207583,840345.490033818,41741192.8699511,54308088.4549137,1242443.40956197,1170319.615367,257988.694496081,16205555.6827604,2095778.45863053,3930824.88639578,5148347.46201652,1922640.69061201,706517.741594206,3052139.51576011,15257792.2947022,220147.51468197,10041196.3088905,385527.202225803,5508497.86051342,3661561.97513059,1018932.12627782,362413.621138244,2196915.84048254,2360255.65554055,376642.283962391,472128.684458938,356421.695597275,301247.659693768,6675967.79304455,10632156.3360845,1629117.49220796,5166847.53126088,3661005.68798202,2383954.51915484,1275131.7094756,631474.617091486,238269.106479124,2005832.86435758,28246606.9334106,984131.639816767,391213.262065438,33960960.9030112,3642052.37946903,"Subgroup1"
"A0375_T",460965.412011985,682969.742763196,557658.740550079,1371674.06943762,39446.0003832206,164981988.911411,265680.932876747,1351396.78082564,100364.860371403,156430.332453004,1012533.44115172,45116.9132801336,354776.281479499,23809.6487256589,316829.454683578,207384.905549567,95987.3538670028,20046866.15719,3375180.3555974,1244803.02210845,41105.677081087,142537.476372714,102257.307180493,1314325.33015549,149380.495186486,184780.70604636,664531.243343644,117501.039726593,1113174.98592046,120419.642210784,275409.37981751,2549470.34089468,1185882.06146329,119310.329531167,111221.282108132,269720.033375015,306600.3752555,449115.808064528,141921.578125692,1485019.74822131,609297.692057926,1518034.77608896,314060.305805333,201234.494754419,250198.35090858,884969.746043616,496688.130491916,1173835.97781911,357879.280384288,245955.180822503,926963.293393348,205609.52076983,103822.887902707,144759.453314524,144899.35856943,1110955.29358721,566932.598033938,39985.782490206,1958993.09350256,93995.1478006122,468689.529874508,2345413.62495668,3170151.50061416,180974.451800933,30861.8826339804,291859.702574772,87588.7406112971,162678.343331551,168929.827516702,68899.6109497648,1321808.47062445,205564.907574513,744824.461628763,49980.35463466,645147.089761335,80595.1790817204,83433.7320095318,428101.80736422,40790.521118818,94688.5217657021,354480.34942775,2460659.37841414,4721028.65081802,215911.738976678,1030445.38975876,1012753.15568041,394175.573701594,24060336.1375699,339537.528008091,210532.537334547,664531.243343644,324679.683123887,600341.023917873,111221.282108132,1480147.39045282,253822.313227194,655023.36301865,449115.808064528,160240.148942523,234788.676879244,346535.409059897,390540.570555137,471533.950972318,793070.260522999,613173.820846901,607948.926501579,260406.18287603,321939.91430604,213602.859333849,4153090.90534592,10982227.9559362,395068.415500266,503101.298478787,318146.54329377,13335096.5263936,421122.645327828,12612143.4899667,764390.830846162,1131172.99769517,329811.703065388,934484.427121519,15011471.3142076,1648718.91687398,1282156.83307012,313106.615324322,95346.4488373097,1108191.10305653,379581.725187907,150813.555515858,377404.38792164,325681.8674151,208635.564234754,255515.053432066,3.69649707514723,128648.788003642,704939.011542824,3139478.81119703,520327.721592961,9286401.69252427,990376.116958968,735089.21687111,164379.945380781,211138.439491024,217477.096452001,56688.7598244794,5357387.96200467,113103.67048838,647102.706809561,4620448.83571009,595792.888275048,"Subgroup2"
"A0378_T",176099.971422843,158025.313109226,5079.60490451844,179524.412990001,57582.6254135104,459841872.75061,463689.808433165,785187.119071146,49585.9199029765,128756.082014665,1216257.53002761,88127.1501571059,67409.0127684922,21950.1259577113,192842.926125458,119889.765045781,70223.5367928877,11834061.9527503,601039.833347593,392628.552397579,16878.5445540126,67634.9980788234,21929.8678547794,371575.012747167,38044.0516460784,221810.096999385,487066.483727935,47756.8394580892,351302.909158952,14863.531216018,24456.9224094155,3508172.86896139,361953.265066326,121430.871168425,35136.2017983591,165576.379826716,196180.471730233,321304.694714843,124554.708422177,906990.949652589,161793.98481563,1166945.498201,231935.543827247,62836.814193324,220242.314789973,237538.747779328,185093.605167413,597075.454173842,168071.615305806,138023.559116431,84317.6611670843,151758.718232364,87593.6056322545,130617.297057561,45300.8851924582,313723.800856814,113498.904553915,2061316.6016807,539732.816544541,34109.7376067115,126059.996072032,248180.489513428,718033.761650898,146072.432681637,1801937.28804241,159759.968105124,13314.3301438683,204152.688118038,306973.425842568,91082.1898160595,517076.992593811,144847.210767,117156.874775491,86397.6161174512,840388.919697075,34383.4760683092,31763.1904856859,328529.103729742,255788.428605759,26747.2405152981,419569.122891913,292920.563000099,4224712.91273904,37030.0879653995,233642.86437063,473425.367748785,553849.794899459,15234930.0419267,275338.7886233,144636.170951277,487066.483727935,152418.102655489,286266.414181095,35136.2017983591,115694.71948436,213646.933672239,390941.637025584,321304.694714843,97115.442468,452468.96699965,2490734.86408442,26617537.2693227,22249465.4861576,17506966.8983975,56204948.0555102,7433161.05767675,12685340.2759499,5735282.01481022,1287315.45114104,22758906.3513708,103553452.047506,687663.202145241,5980945.87158369,1584932.73744332,348132222.034325,3702543.59647441,958825.346423198,8555916.98309534,9067707.84786358,13691191.5762974,9152823.23941625,79309726.9445251,2354084.19382533,9242054.7247263,1540960.00926605,11768532.1626863,11240468.5440488,7247540.33531625,1233852.06308548,11297987.2454192,136338.192216657,2146530.44684068,2949379.90765843,448680.138019496,538889.340007808,15608348.5762417,33074696.9514704,2954939.31345836,127433857.046203,8731860.89839027,5798578.08385747,1300133.92627813,1210287.03538744,1600804.34715752,8192923.29241878,47345794.4883298,1813972.94523296,2211735.45817201,24119514.9800261,6975085.60180875,"Subgroup3"
"A0383_T",74345.5545806983,354921.916697499,215696.620678729,1146862.91513318,26209.6580417654,469888464.117538,399390.613729295,4555239.11352069,88951.2994993837,124369.551886863,1445942.57166695,70737.038330765,285348.454292539,31506.5928841483,288804.080102473,206881.522260291,103808.22856176,21300560.3648378,5819392.88980288,1137220.44095314,84091.6792388402,176596.907708802,73462.2256642935,1744762.23432942,106627.606484156,302322.339213855,1826894.561851,60934.482674081,866758.551580681,92542.7245018326,19040.4772574603,5815552.02501766,1024278.20922549,159727.785550632,230648.479176496,145571.032252764,309078.426224917,487942.257666167,141331.369797834,1400297.74882432,817157.612930173,2031122.95979478,381169.548636328,201615.211649728,795152.196640736,1400790.46003044,504434.074797311,802472.540795476,302826.620893072,261095.373225437,211160.64801123,191112.670195209,89962.0657587465,251856.358162472,23271.2252247327,6714530.2848029,566944.13428247,320146.103610925,585340.560146488,82027.9861496539,184101.248200603,163233.340285998,1649640.25587354,140623.49009036,1038349.78483881,61923.5720621215,172561.508796092,158917.018403989,150110.370629949,177531.18967668,382231.844436831,157835.923724709,744905.400752304,69884.1102144736,537840.802408612,80627.2152872421,23417.7102271744,116810.352333471,35547.6378547439,17999.2621113678,438079.145629915,1058255.81172158,507446.963399561,81286.2831856065,1137269.73364036,721652.013188035,254731.568379944,19045873.8553393,345826.923280237,241314.683710752,1826894.561851,324390.338560968,795834.056997119,230648.479176496,1300506.56284244,114951.548220487,1233999.17579594,487942.257666167,170087.415533631,269599.617347351,724057.200063008,206085.756192078,586684.007912181,1203752.70097744,813044.450266215,530471.161079218,577038.746865188,139324.090746427,242611.942585,1772581.80591482,10237467.0636179,427168.194339406,519377.058036219,320146.07174717,19738452.8084813,375552.3166844,157729.960467062,977630.666495416,673358.716167014,413526.482061097,614072.884179743,270680.479631837,291164.417255597,1352115.20789674,206132.749684512,168368.193815576,1108257.49886453,234312.877234304,86989.7089410927,629194.068372737,779182.741663211,350254.893382848,153061.339202714,3.69649707514723,682804.028045405,1785406.33356656,4037099.00522788,555910.72318684,2856633.8291789,1211362.08299519,916962.51296168,853750.291939137,318583.42106702,231980.54600872,450471.155855107,7672949.37557858,84495.5170529017,597990.166185739,5286291.9675,1148244.47725044,"Subgroup1"
"A0394_T",93620.2218927549,489279.701960568,35066.4432862922,221815.250900663,42964.8132953253,222179738.137334,473072.915494498,532653.93370517,46256.4582886692,67840.0880437508,1454505.56123643,8953.11819237132,81895.5283078894,21074.4129531845,210312.986996719,100881.821937983,62461.07638511,13130081.0070064,1175567.76820311,1278028.63329402,24269.3534718936,91177.2470158414,35034.3048779404,350249.188935389,58546.4816174634,185932.99666227,377187.481179971,28902.745239805,464763.968298323,105237.371294549,34582.1845919029,5057136.9128834,514522.236496807,223821.730099783,37060.0443131819,143271.869943562,208722.206090174,257541.82236547,75574.0952560616,499548.439201557,364317.459114456,1323979.0053876,182443.330745791,69995.4401363732,170596.189250795,264355.056732537,174372.845118076,524157.653349035,154553.411654903,136507.564050899,183550.120641663,195639.344138191,86592.5840061212,164900.452484408,71512.9972818523,452876.051346319,215175.012632776,108940.166574498,241725.376856143,115833.867379853,149168.83183264,147865.615055269,1085758.88193843,177861.532315923,29919.0763824206,64617.2534009265,51432.6794720151,122569.679226965,236108.792588024,59178.8225432968,158954.07511828,163528.85174383,162839.566263111,52099.9428799498,341546.247472734,47487.3047802154,43086.0481861661,63376.5837316453,161409.946638539,11415.5512204081,284659.825815463,596662.510197794,3558889.93057319,55832.2178388619,413353.382674849,347996.719931775,679007.085795314,7120153.72525389,263713.905257983,160245.903351253,377187.481179971,112042.012650069,402622.804353701,37060.0443131819,552838.449649912,159063.09049438,209501.506098356,257541.82236547,72608.2552430575,300743.20114312,1008058.53713094,1033414.74182538,2002200.87558857,2096480.99477698,1920502.47565637,3738048.46471255,3514170.18817579,1126557.99226138,563861.61663987,19173108.3270181,38748747.9797381,1559070.900914,4569653.4047728,192774.202710929,34814629.3901571,4029005.38976643,206377.374196773,2574001.2233444,1294483.75923129,3415205.45661408,1790174.6733557,647118.766779997,194410.940175887,5240956.26019582,359150.84657834,3751698.52854309,2176668.43536123,633554.613137914,40460.2525294649,1988896.30865703,1800036.55159372,397339.794844493,682241.220029681,3.69649707514723,169423.896906444,5859697.24646633,9994426.65191819,898375.779468395,3941697.33150116,3768865.37874544,1962084.96368453,1483485.79447993,506405.117878109,216304.021224919,1427506.5133239,24939235.1577812,462175.714535626,301623.839237286,30755612.6347169,2163113.28179036,"Subgroup3"
"A0395_T",179225.156089984,208404.975367989,7574.50508623347,286947.992343658,224997.290525981,477060232.605898,429395.71122302,531662.476758939,48825.3721425663,82259.0624832719,574303.780614085,12886.7578309915,82864.2986783768,267317.359649558,231932.368141028,518314.64201579,60285.388571785,11731630.340624,2414496.46983413,312318.588939928,12323.1649799189,116620.269172556,20402.6200216788,568040.402923525,96769.1027621419,109792.799008129,273691.962544836,25186.5917235375,564584.685189884,8710.04557222535,12168.2831551053,4817214.93215428,414792.387352436,167767.215572069,30720.2494795879,90388.0290288381,186738.10597841,284815.449197875,70578.8504976063,613580.71975328,291775.950754301,955689.341265106,208381.09076828,61115.7537089345,158651.796504418,351712.914234772,204174.889041174,574877.679467687,142055.096537403,127117.804572357,72813.9579731994,130236.571971385,64656.8456049288,136806.868189103,34260.1746292354,308832.372124317,29272.4459099283,246845.584600811,167245.341464382,84028.3388075406,270216.895192817,472379.393513481,53047.6698914536,140385.097825753,31102.909320356,44199.3898629605,24849.5457461761,251237.280509326,144583.256915382,45411.0317016747,113052.963941471,158986.164897225,357106.604084327,101087.112642152,627419.026814983,69801.9321641634,66158.0206197884,88625.7310094705,66166.6200884707,22273.8060497529,215648.533236373,801250.891928282,8336609.140532,44911.1993370241,224685.298253688,561808.947999139,511956.28800279,5806798.8886331,222594.116301584,148272.537356619,273691.962544836,84473.1184671168,374345.937942442,30720.2494795879,157235.828276649,141868.525977684,156307.570952234,284815.449197875,55605.6005957791,305540.422653176,101961.540557949,3391757.2580667,3880701.81134353,4028004.57458118,6753082.78349397,4619058.42716979,3949521.85131461,177494.356888741,2225131.97642886,13014701.0557361,52482121.8373497,5320951.86376202,5586227.72575368,1065158.99509825,47486483.602558,6037798.35578338,53245179.9638827,4815584.07480781,3631410.36107577,7299906.62738524,5427399.13068932,748542.603264486,1836689.55773425,13682739.8103565,733001.343804384,3583600.8970666,3709248.42626514,1118024.1479787,712128.794098291,3725541.60892484,2805180.57016664,747473.443690644,1032084.5597254,3.69649707514723,279526.790599272,9790275.47098877,10726555.2136224,1666761.40038625,8739518.71928044,5708106.84097726,3527548.02776096,6715911.98713388,759079.55455211,956296.534927444,1519098.72634441,34472141.2113035,6701.89366574599,838057.645782081,49309631.2884044,2729017.65131029,"Subgroup3"
